date_key,full_date,day,month_number,month_name,year,quarter,quarter_label,week_number,day_name,day_of_week,is_weekend,is_holiday,half_year
20230626,2023-06-26,26,6,June,2023,2,Q2 2023,26,Monday,1,0,0,H1 2023
20230627,2023-06-27,27,6,June,2023,2,Q2 2023,26,Tuesday,2,0,0,H1 2023
20230628,2023-06-28,28,6,June,2023,2,Q2 2023,26,Wednesday,3,0,0,H1 2023
20230629,2023-06-29,29,6,June,2023,2,Q2 2023,26,Thursday,4,0,0,H1 2023
20230630,2023-06-30,30,6,June,2023,2,Q2 2023,26,Friday,5,0,0,H1 2023
20230701,2023-07-01,1,7,July,2023,3,Q3 2023,26,Saturday,6,1,0,H2 2023
20230702,2023-07-02,2,7,July,2023,3,Q3 2023,26,Sunday,7,1,0,H2 2023
20230703,2023-07-03,3,7,July,2023,3,Q3 2023,27,Monday,1,0,0,H2 2023
20230704,2023-07-04,4,7,July,2023,3,Q3 2023,27,Tuesday,2,0,0,H2 2023
20230705,2023-07-05,5,7,July,2023,3,Q3 2023,27,Wednesday,3,0,0,H2 2023
20230706,2023-07-06,6,7,July,2023,3,Q3 2023,27,Thursday,4,0,0,H2 2023
20230707,2023-07-07,7,7,July,2023,3,Q3 2023,27,Friday,5,0,0,H2 2023
20230708,2023-07-08,8,7,July,2023,3,Q3 2023,27,Saturday,6,1,0,H2 2023
20230709,2023-07-09,9,7,July,2023,3,Q3 2023,27,Sunday,7,1,0,H2 2023
20230710,2023-07-10,10,7,July,2023,3,Q3 2023,28,Monday,1,0,0,H2 2023
20230711,2023-07-11,11,7,July,2023,3,Q3 2023,28,Tuesday,2,0,0,H2 2023
20230712,2023-07-12,12,7,July,2023,3,Q3 2023,28,Wednesday,3,0,0,H2 2023
20230713,2023-07-13,13,7,July,2023,3,Q3 2023,28,Thursday,4,0,0,H2 2023
20230714,2023-07-14,14,7,July,2023,3,Q3 2023,28,Friday,5,0,0,H2 2023
20230715,2023-07-15,15,7,July,2023,3,Q3 2023,28,Saturday,6,1,0,H2 2023
20230716,2023-07-16,16,7,July,2023,3,Q3 2023,28,Sunday,7,1,0,H2 2023
20230717,2023-07-17,17,7,July,2023,3,Q3 2023,29,Monday,1,0,0,H2 2023
20230718,2023-07-18,18,7,July,2023,3,Q3 2023,29,Tuesday,2,0,0,H2 2023
20230719,2023-07-19,19,7,July,2023,3,Q3 2023,29,Wednesday,3,0,0,H2 2023
20230720,2023-07-20,20,7,July,2023,3,Q3 2023,29,Thursday,4,0,0,H2 2023
20230721,2023-07-21,21,7,July,2023,3,Q3 2023,29,Friday,5,0,0,H2 2023
20230722,2023-07-22,22,7,July,2023,3,Q3 2023,29,Saturday,6,1,0,H2 2023
20230723,2023-07-23,23,7,July,2023,3,Q3 2023,29,Sunday,7,1,0,H2 2023
20230724,2023-07-24,24,7,July,2023,3,Q3 2023,30,Monday,1,0,0,H2 2023
20230725,2023-07-25,25,7,July,2023,3,Q3 2023,30,Tuesday,2,0,0,H2 2023
20230726,2023-07-26,26,7,July,2023,3,Q3 2023,30,Wednesday,3,0,0,H2 2023
20230727,2023-07-27,27,7,July,2023,3,Q3 2023,30,Thursday,4,0,0,H2 2023
20230728,2023-07-28,28,7,July,2023,3,Q3 2023,30,Friday,5,0,0,H2 2023
20230729,2023-07-29,29,7,July,2023,3,Q3 2023,30,Saturday,6,1,0,H2 2023
20230730,2023-07-30,30,7,July,2023,3,Q3 2023,30,Sunday,7,1,0,H2 2023
20230731,2023-07-31,31,7,July,2023,3,Q3 2023,31,Monday,1,0,0,H2 2023
20230801,2023-08-01,1,8,August,2023,3,Q3 2023,31,Tuesday,2,0,0,H2 2023
20230802,2023-08-02,2,8,August,2023,3,Q3 2023,31,Wednesday,3,0,0,H2 2023
20230803,2023-08-03,3,8,August,2023,3,Q3 2023,31,Thursday,4,0,0,H2 2023
20230804,2023-08-04,4,8,August,2023,3,Q3 2023,31,Friday,5,0,0,H2 2023
20230805,2023-08-05,5,8,August,2023,3,Q3 2023,31,Saturday,6,1,0,H2 2023
20230806,2023-08-06,6,8,August,2023,3,Q3 2023,31,Sunday,7,1,0,H2 2023
20230807,2023-08-07,7,8,August,2023,3,Q3 2023,32,Monday,1,0,0,H2 2023
20230808,2023-08-08,8,8,August,2023,3,Q3 2023,32,Tuesday,2,0,0,H2 2023
20230809,2023-08-09,9,8,August,2023,3,Q3 2023,32,Wednesday,3,0,0,H2 2023
20230810,2023-08-10,10,8,August,2023,3,Q3 2023,32,Thursday,4,0,0,H2 2023
20230811,2023-08-11,11,8,August,2023,3,Q3 2023,32,Friday,5,0,0,H2 2023
20230812,2023-08-12,12,8,August,2023,3,Q3 2023,32,Saturday,6,1,0,H2 2023
20230813,2023-08-13,13,8,August,2023,3,Q3 2023,32,Sunday,7,1,0,H2 2023
20230814,2023-08-14,14,8,August,2023,3,Q3 2023,33,Monday,1,0,0,H2 2023
20230815,2023-08-15,15,8,August,2023,3,Q3 2023,33,Tuesday,2,0,1,H2 2023
20230816,2023-08-16,16,8,August,2023,3,Q3 2023,33,Wednesday,3,0,0,H2 2023
20230817,2023-08-17,17,8,August,2023,3,Q3 2023,33,Thursday,4,0,0,H2 2023
20230818,2023-08-18,18,8,August,2023,3,Q3 2023,33,Friday,5,0,0,H2 2023
20230819,2023-08-19,19,8,August,2023,3,Q3 2023,33,Saturday,6,1,0,H2 2023
20230820,2023-08-20,20,8,August,2023,3,Q3 2023,33,Sunday,7,1,0,H2 2023
20230821,2023-08-21,21,8,August,2023,3,Q3 2023,34,Monday,1,0,0,H2 2023
20230822,2023-08-22,22,8,August,2023,3,Q3 2023,34,Tuesday,2,0,0,H2 2023
20230823,2023-08-23,23,8,August,2023,3,Q3 2023,34,Wednesday,3,0,0,H2 2023
20230824,2023-08-24,24,8,August,2023,3,Q3 2023,34,Thursday,4,0,0,H2 2023
20230825,2023-08-25,25,8,August,2023,3,Q3 2023,34,Friday,5,0,0,H2 2023
20230826,2023-08-26,26,8,August,2023,3,Q3 2023,34,Saturday,6,1,0,H2 2023
20230827,2023-08-27,27,8,August,2023,3,Q3 2023,34,Sunday,7,1,0,H2 2023
20230828,2023-08-28,28,8,August,2023,3,Q3 2023,35,Monday,1,0,0,H2 2023
20230829,2023-08-29,29,8,August,2023,3,Q3 2023,35,Tuesday,2,0,0,H2 2023
20230830,2023-08-30,30,8,August,2023,3,Q3 2023,35,Wednesday,3,0,0,H2 2023
20230831,2023-08-31,31,8,August,2023,3,Q3 2023,35,Thursday,4,0,0,H2 2023
20230901,2023-09-01,1,9,September,2023,3,Q3 2023,35,Friday,5,0,0,H2 2023
20230902,2023-09-02,2,9,September,2023,3,Q3 2023,35,Saturday,6,1,0,H2 2023
20230903,2023-09-03,3,9,September,2023,3,Q3 2023,35,Sunday,7,1,0,H2 2023
20230904,2023-09-04,4,9,September,2023,3,Q3 2023,36,Monday,1,0,0,H2 2023
20230905,2023-09-05,5,9,September,2023,3,Q3 2023,36,Tuesday,2,0,0,H2 2023
20230906,2023-09-06,6,9,September,2023,3,Q3 2023,36,Wednesday,3,0,0,H2 2023
20230907,2023-09-07,7,9,September,2023,3,Q3 2023,36,Thursday,4,0,0,H2 2023
20230908,2023-09-08,8,9,September,2023,3,Q3 2023,36,Friday,5,0,0,H2 2023
20230909,2023-09-09,9,9,September,2023,3,Q3 2023,36,Saturday,6,1,0,H2 2023
20230910,2023-09-10,10,9,September,2023,3,Q3 2023,36,Sunday,7,1,0,H2 2023
20230911,2023-09-11,11,9,September,2023,3,Q3 2023,37,Monday,1,0,0,H2 2023
20230912,2023-09-12,12,9,September,2023,3,Q3 2023,37,Tuesday,2,0,0,H2 2023
20230913,2023-09-13,13,9,September,2023,3,Q3 2023,37,Wednesday,3,0,0,H2 2023
20230914,2023-09-14,14,9,September,2023,3,Q3 2023,37,Thursday,4,0,0,H2 2023
20230915,2023-09-15,15,9,September,2023,3,Q3 2023,37,Friday,5,0,0,H2 2023
20230916,2023-09-16,16,9,September,2023,3,Q3 2023,37,Saturday,6,1,0,H2 2023
20230917,2023-09-17,17,9,September,2023,3,Q3 2023,37,Sunday,7,1,0,H2 2023
20230918,2023-09-18,18,9,September,2023,3,Q3 2023,38,Monday,1,0,0,H2 2023
20230919,2023-09-19,19,9,September,2023,3,Q3 2023,38,Tuesday,2,0,0,H2 2023
20230920,2023-09-20,20,9,September,2023,3,Q3 2023,38,Wednesday,3,0,0,H2 2023
20230921,2023-09-21,21,9,September,2023,3,Q3 2023,38,Thursday,4,0,0,H2 2023
20230922,2023-09-22,22,9,September,2023,3,Q3 2023,38,Friday,5,0,0,H2 2023
20230923,2023-09-23,23,9,September,2023,3,Q3 2023,38,Saturday,6,1,0,H2 2023
20230924,2023-09-24,24,9,September,2023,3,Q3 2023,38,Sunday,7,1,0,H2 2023
20230925,2023-09-25,25,9,September,2023,3,Q3 2023,39,Monday,1,0,0,H2 2023
20230926,2023-09-26,26,9,September,2023,3,Q3 2023,39,Tuesday,2,0,0,H2 2023
20230927,2023-09-27,27,9,September,2023,3,Q3 2023,39,Wednesday,3,0,0,H2 2023
20230928,2023-09-28,28,9,September,2023,3,Q3 2023,39,Thursday,4,0,0,H2 2023
20230929,2023-09-29,29,9,September,2023,3,Q3 2023,39,Friday,5,0,0,H2 2023
20230930,2023-09-30,30,9,September,2023,3,Q3 2023,39,Saturday,6,1,0,H2 2023
20231001,2023-10-01,1,10,October,2023,4,Q4 2023,39,Sunday,7,1,0,H2 2023
20231002,2023-10-02,2,10,October,2023,4,Q4 2023,40,Monday,1,0,0,H2 2023
20231003,2023-10-03,3,10,October,2023,4,Q4 2023,40,Tuesday,2,0,0,H2 2023
20231004,2023-10-04,4,10,October,2023,4,Q4 2023,40,Wednesday,3,0,0,H2 2023
20231005,2023-10-05,5,10,October,2023,4,Q4 2023,40,Thursday,4,0,0,H2 2023
20231006,2023-10-06,6,10,October,2023,4,Q4 2023,40,Friday,5,0,0,H2 2023
20231007,2023-10-07,7,10,October,2023,4,Q4 2023,40,Saturday,6,1,0,H2 2023
20231008,2023-10-08,8,10,October,2023,4,Q4 2023,40,Sunday,7,1,0,H2 2023
20231009,2023-10-09,9,10,October,2023,4,Q4 2023,41,Monday,1,0,0,H2 2023
20231010,2023-10-10,10,10,October,2023,4,Q4 2023,41,Tuesday,2,0,0,H2 2023
20231011,2023-10-11,11,10,October,2023,4,Q4 2023,41,Wednesday,3,0,0,H2 2023
20231012,2023-10-12,12,10,October,2023,4,Q4 2023,41,Thursday,4,0,0,H2 2023
20231013,2023-10-13,13,10,October,2023,4,Q4 2023,41,Friday,5,0,0,H2 2023
20231014,2023-10-14,14,10,October,2023,4,Q4 2023,41,Saturday,6,1,0,H2 2023
20231015,2023-10-15,15,10,October,2023,4,Q4 2023,41,Sunday,7,1,0,H2 2023
20231016,2023-10-16,16,10,October,2023,4,Q4 2023,42,Monday,1,0,0,H2 2023
